Entry,Entry name,Status,Protein names,Gene names,Organism,Length,EC number
Q834R3,TYSY_ENTFA,reviewed,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45),thyA EF_1576,Enterococcus faecalis (strain ATCC 700802 / V583),315,2.1.1.45
P48730,KC1D_HUMAN,reviewed,Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26),CSNK1D HCKID,Homo sapiens (Human),415,2.7.11.1; 2.7.11.26
Q9RTX5,Q9RTX5_DEIRA,unreviewed,Branched-chain-amino-acid aminotransferase (EC 2.6.1.42),DR_1626,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),358,2.6.1.42
Q63X76,RSMA_BURPS,reviewed,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",rsmA ksgA BPSL0661,Burkholderia pseudomallei (strain K96243),275,2.1.1.182
Q5HCZ5,ATRF2_STAAC,reviewed,Putative acetyltransferase SACOL2570 (EC 2.3.1.-),SACOL2570,Staphylococcus aureus (strain COL),199,2.3.1.-
Q87KW6,Q87KW6_VIBPA,unreviewed,Histidine kinase (EC 2.7.13.3),VP2859,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633),467,2.7.13.3
P52584,VEGFH_ORFN2,reviewed,Vascular endothelial growth factor homolog,A2R,Orf virus (strain NZ2) (OV NZ-2),133,
Q2SXY2,Q2SXY2_BURTA,unreviewed,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45),thyA BTH_I1680,Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264),323,2.1.1.45
P75864,RLMKL_ECOLI,reviewed,Ribosomal RNA large subunit methyltransferase K/L [Includes: 23S rRNA m2G2445 methyltransferase (EC 2.1.1.173) (rRNA (guanine-N(2)-)-methyltransferase RlmL); 23S rRNA m7G2069 methyltransferase (EC 2.1.1.264) (rRNA (guanine-N(7)-)-methyltransferase RlmK)],rlmL rlmK rlmKL ycbY b0948 JW0931,Escherichia coli (strain K12),702,2.1.1.173; 2.1.1.264
Q2SWM4,KTHY_BURTA,reviewed,Thymidylate kinase (EC 2.7.4.9) (dTMP kinase),tmk BTH_I2154,Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264),206,2.7.4.9
Q5PSV9,MDC1_MOUSE,reviewed,Mediator of DNA damage checkpoint protein 1,Mdc1 Kiaa0170,Mus musculus (Mouse),1707,
Q6N7G5,Q6N7G5_RHOPA,unreviewed,Histidine kinase (EC 2.7.13.3),RPA2292,Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009),474,2.7.13.3
Q8A2B2,AROK_BACTN,reviewed,Shikimate kinase (SK) (EC 2.7.1.71),aroK BT_3393,Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482),175,2.7.1.71
Q2SYZ1,PANB_BURTA,reviewed,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT),panB BTH_I1311,Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264),271,2.1.2.11
I1L6I6,I1L6I6_SOYBN,unreviewed,Cysteine synthase (EC 2.5.1.47),GLYMA_09G258000,Glycine max (Soybean) (Glycine hispida),373,2.5.1.47
Q9F1Y5,GPPMT_STRCO,reviewed,Geranyl diphosphate 2-C-methyltransferase (GPP methyltransferase) (EC 2.1.1.255),SCO7701 orf4 SCBAC12C8.02,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),292,2.1.1.255
B5F9P4,MURA_ALIFM,reviewed,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT),murA VFMJ11_0391,Aliivibrio fischeri (strain MJ11) (Vibrio fischeri),422,2.5.1.7
Q15JG1,VLDE_STRHL,reviewed,Validamine 7-phosphate valienyltransferase (EC 2.5.1.135) (Pseudoglycosyltransferase) (Trehalose 6-phosphate synthase-like enzyme VldE),vldE SHL15_8006,Streptomyces hygroscopicus subsp. limoneus,497,2.5.1.135
B1VZT1,B1VZT1_STRGG,unreviewed,Glucokinase (EC 2.7.1.2) (Glucose kinase),glkA SGR_5377,Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350),313,2.7.1.2
Q83WH5,Q83WH5_9GAMM,unreviewed,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),ndk,Halomonas sp. #593,141,2.7.4.6
Q60GK5,Q60GK5_BOMMO,unreviewed,Glutathione S-transferase delta,GST delta GSTd2,Bombyx mori (Silk moth),216,
Q99T05,MGT_STAAM,reviewed,Monofunctional glycosyltransferase (MGT) (EC 2.4.1.129) (Peptidoglycan TGase),mgt SAV1874,Staphylococcus aureus (strain Mu50 / ATCC 700699),269,2.4.1.129
Q5SLJ4,Q5SLJ4_THET8,unreviewed,Glucokinase,TTHA0299,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),302,
Q5CCJ4,Q5CCJ4_BOMMO,unreviewed,Glutathione S-transferase sigma (Glutathione S-transferase sigma 2),GST sigma GSTs2,Bombyx mori (Silk moth),204,
H7CHS4,H7CHS4_9GAMM,unreviewed,Glucokinase (EC 2.7.1.2) (Glucose kinase),glk,Pseudoalteromonas sp. AS-131,332,2.7.1.2
C1DM33,C1DM33_AZOVD,unreviewed,Type III polyketide synthase,arsC Avin_29530,Azotobacter vinelandii (strain DJ / ATCC BAA-1303),409,
Q8RDB0,Q8RDB0_CALS4,unreviewed,Carbamoyltransferase (EC 6.2.-.-),HypF TTE0131,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis),751,6.2.-.-
Q8RDA7,Q8RDA7_CALS4,unreviewed,Hydrogenase maturation factor,HypE TTE0134,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis),351,
O74088,AGLB1_PYRHO,reviewed,Dolichyl-phosphooligosaccharide-protein glycotransferase 1 (EC 2.4.99.21) (Archaeal glycosylation protein B) (AglB-L) (AglB-Long) (Oligosaccharyl transferase) (OST) (OTase),aglB1 PH0242,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),976,2.4.99.21
Q0DEV5,SSG1_ORYSJ,reviewed,"Granule-bound starch synthase 1, chloroplastic/amyloplastic (EC 2.4.1.242) (Granule-bound starch synthase I) (GBSS-I) (allergen Ory s GBSS_I)",WAXY WX WX-B Os06g0133000 LOC_Os06g04200 134P10.7 P0679C08.19,Oryza sativa subsp. japonica (Rice),609,2.4.1.242
D2Z028,DCSE_STRLA,reviewed,L-serine/homoserine O-acetyltransferase (EC 2.3.1.30) (EC 2.3.1.31) (Homoserine O-trans-acetylase),dcsE metX,Streptomyces lavendulae,374,2.3.1.30; 2.3.1.31
Q5SQI0,ATAT_HUMAN,reviewed,Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog),ATAT1 C6orf134 MEC17 Nbla00487,Homo sapiens (Human),421,2.3.1.108
Q6YMS4,POLG_DEN3S,reviewed,Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)],pol,Dengue virus type 3 (strain Sri Lanka/1266/2000) (DENV-3),3390,3.4.21.91; 3.6.1.15; 3.6.4.13; 2.1.1.56; 2.1.1.57; 2.7.7.48
Q9U795,Q9U795_MUSDO,unreviewed,Glutathione s-transferase 6B (EC 2.5.1.18),GST-6B,Musca domestica (House fly),222,2.5.1.18
Q9NYA1,SPHK1_HUMAN,reviewed,Sphingosine kinase 1 (SK 1) (SPK 1) (EC 2.7.1.91) (Acetyltransferase SPHK1) (EC 2.3.1.-),SPHK1 SK1 SPHK SPK,Homo sapiens (Human),384,2.7.1.91; 2.3.1.-
A7X435,PCRB_STAA1,reviewed,Heptaprenylglyceryl phosphate synthase (HepGP synthase) (EC 2.5.1.n9) (Glycerol-1-phosphate heptaprenyltransferase),pcrB SAHV_1891,Staphylococcus aureus (strain Mu3 / ATCC 700698),230,2.5.1.n9
Q91754,GCKR_XENLA,reviewed,Glucokinase regulatory protein (GKRP) (Glucokinase regulator),gckr,Xenopus laevis (African clawed frog),619,
Q91753,Q91753_XENLA,unreviewed,Phosphotransferase (EC 2.7.1.-),gck.L gck gck-A,Xenopus laevis (African clawed frog),458,2.7.1.-
P00557,KHYB_ECOLX,reviewed,Hygromycin-B 4-O-kinase (EC 2.7.1.163) (APH(4)) (Hygromycin B phosphotransferase) (Hygromycin-B kinase),hph,Escherichia coli,341,2.7.1.163
P39108,PEX7_YEAST,reviewed,Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7) (Peroxisome import protein PAS7),PEX7 PAS7 PEB1 YDR142C YD2943.01C YD9302.18C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),375,
P50091,PEX21_YEAST,reviewed,Peroxisomal membrane protein PEX21 (Peroxin-21),PEX21 YGR239C G8593,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),288,
E9P8D2,MPR1_YEASX,reviewed,N-acetyltransferase MPR1 (EC 2.3.1.271) ((S)-1-pyrroline-5-carboxylate acetyltransferase) (L-azetidine-2-carboxylate acetyltransferase) (AZC acetyltransferase) (Sigma1278b gene for proline-analog resistance 1),MPR1,Saccharomyces cerevisiae (Baker's yeast),229,2.3.1.271
O00506,STK25_HUMAN,reviewed,Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1),STK25 SOK1 YSK1,Homo sapiens (Human),426,2.7.11.1
Q9BUL8,PDC10_HUMAN,reviewed,Programmed cell death protein 10 (Cerebral cavernous malformations 3 protein) (TF-1 cell apoptosis-related protein 15),PDCD10 CCM3 TFAR15,Homo sapiens (Human),212,
O29867,AGLB3_ARCFU,reviewed,Dolichyl-phosphooligosaccharide-protein glycotransferase 3 (EC 2.4.99.21) (Archaeal glycosylation protein B) (AglB-L) (AglB-Long) (Oligosaccharyl transferase) (OST) (OTase),aglB3 AF_0380,Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126),868,2.4.99.21
Q5LH68,MGP_BACFN,reviewed,4-O-beta-D-mannosyl-D-glucose phosphorylase (MGP) (Mannosylglucose phosphorylase) (EC 2.4.1.281),BF0772 BF9343_0737,Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343),390,2.4.1.281
Q57912,Y488_METJA,reviewed,Uncharacterized protein MJ0488,MJ0488,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),158,
A4F1R4,A4F1R4_CLITE,unreviewed,Glycosyltransferase (EC 2.4.1.-),Ct3GT-A,Clitoria ternatea (Butterfly pea),446,2.4.1.-
Q4CWB4,Q4CWB4_TRYCC,unreviewed,Squalene synthase (EC 2.5.1.21),Tc00.1047053508369.20,Trypanosoma cruzi (strain CL Brener),404,2.5.1.21
U3KRF0,U3KRF0_9ROSI,unreviewed,Acridone synthase (Type III polyketide synthases acridone synthase) (EC 2.3.1.159),acs,Citrus x microcarpa (calamondin),391,2.3.1.159
O06728,YISP_BACSU,reviewed,Putative phytoene/squalene synthase YisP (EC 2.5.1.-),yisP yucD BSU10810,Bacillus subtilis (strain 168),267,2.5.1.-
O67911,CATNT_AQUAE,reviewed,CC-adding tRNA nucleotidyltransferase (C-adding TNT) (EC 2.7.7.-) (CC-adding enzyme),aq_2158,Aquifex aeolicus (strain VF5),512,2.7.7.-
A4XGP2,A4XGP2_CALS8,unreviewed,Kojibiose phosphorylase (EC 2.4.1.230),Csac_0439,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),756,2.4.1.230
P04830,CDGT1_PAEMA,reviewed,Cyclomaltodextrin glucanotransferase (EC 2.4.1.19) (Cyclodextrin-glycosyltransferase) (CGTase),cgtM,Paenibacillus macerans (Bacillus macerans),714,2.4.1.19
P94286,CTA1_BACCI,reviewed,Cycloisomaltooligosaccharide glucanotransferase (CITase) (EC 2.4.1.248),,Bacillus circulans,972,2.4.1.248
Q8RQE9,RPOB_THET8,reviewed,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),rpoB TTHA1813,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),1119,2.7.7.6
A7XX65,A7XX65_BP234,unreviewed,Uncharacterized protein,P23p39,Thermus virus P23-45 (Thermus thermophilus phage P23-45),141,
Q9XW42,ANM7_CAEEL,reviewed,Protein arginine N-methyltransferase 7 (EC 2.1.1.-),prmt-7 pmrt-2 W06D4.4,Caenorhabditis elegans,647,2.1.1.-
P43122,QRI7_YEAST,reviewed,"tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein QRI7) (tRNA threonylcarbamoyladenosine biosynthesis protein QRI7)",QRI7 YDL104C D2366,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),407,2.3.1.234
D9PY12,D9PY12_METTM,unreviewed,Hmd co-occurring protein HcgE,hcgE MTBMA_c15310,Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum),212,
D3KVM3,D3KVM3_TRYBG,unreviewed,Glycerol kinase (EC 2.7.1.30),gk,Trypanosoma brucei gambiense,512,2.7.1.30
A0QX65,BIOF_MYCS2,reviewed,8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase) (Alpha-oxoamine synthase),bioF MSMEG_3189 MSMEI_3107,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis),382,2.3.1.47
A0A0J9X1X4,A0A0J9X1X4_ECOLI,unreviewed,Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase),adk ECMDS42_0373,Escherichia coli str. K-12 substr. MDS42,214,2.7.4.3
P08922,ROS1_HUMAN,reviewed,Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase),ROS1 MCF3 ROS,Homo sapiens (Human),2347,2.7.10.1
E9AW84,E9AW84_LEIMU,unreviewed,3-ketoacyl-CoA thiolase-like protein (EC 2.3.1.16),LMXM_23_0690,Leishmania mexicana (strain MHOM/GT/2001/U1103),441,2.3.1.16
Q9HWY4,Q9HWY4_PSEAE,unreviewed,Geranyltranstransferase,ispA PA4043,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),295,
Q8E9K5,SOFIC_SHEON,reviewed,Protein adenylyltransferase SoFic (EC 2.7.7.n1) (AMPylator SoFic),fic SO_4266,Shewanella oneidensis (strain MR-1),372,2.7.7.n1
Q8IVW4,CDKL3_HUMAN,reviewed,Cyclin-dependent kinase-like 3 (EC 2.7.11.22) (Serine/threonine-protein kinase NKIAMRE),CDKL3 NKIAMRE,Homo sapiens (Human),592,2.7.11.22
P05844,POLS_IPNVJ,reviewed,Structural polyprotein (PP) [Cleaved into: Precursor of VP2 (Pre-VP2); Capsid protein VP2; Structural peptide 1 (p1); Structural peptide 2 (p2); Structural peptide 3 (p3); Protease VP4 (EC 3.4.21.-) (Non-structural protein VP4) (NS); Capsid protein VP3],,Infectious pancreatic necrosis virus (strain Jasper) (IPNV),972,3.4.21.-
E8X8J1,E8X8J1_SALT4,unreviewed,t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB (tRNA threonylcarbamoyladenosine biosynthesis protein TsaB),yeaz STM474_1842,Salmonella typhimurium (strain 4/74),231,
E8XBD7,E8XBD7_SALT4,unreviewed,tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD),tsaD gcp STM474_3362,Salmonella typhimurium (strain 4/74),337,2.3.1.234
Q3Y185,Q3Y185_ENTFD,unreviewed,ErfK/YbiS/YcfS/YnhG family protein,HMPREF0351_12555,Enterococcus faecium (strain ATCC BAA-472 / TX0016 / DO),466,
A0A0H2ZNL3,MURA1_STRP2,reviewed,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (EPT) (UDP-N-acetylglucosamine enolpyruvyl transferase),murA1 murA SPD_0967,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),419,2.5.1.7
B1IBM3,MURA1_STRPI,reviewed,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (EPT) (UDP-N-acetylglucosamine enolpyruvyl transferase),murA1 murA SPH_1173,Streptococcus pneumoniae (strain Hungary19A-6),419,2.5.1.7
P54459,YQEN_BACSU,reviewed,Uncharacterized protein YqeN,yqeN BSU25560,Bacillus subtilis (strain 168),347,
Q9H9S4,CB39L_HUMAN,reviewed,Calcium-binding protein 39-like (Antigen MLAA-34) (MO25beta) (Mo25-like protein),CAB39L,Homo sapiens (Human),337,
Q8TD19,NEK9_HUMAN,reviewed,Serine/threonine-protein kinase Nek9 (EC 2.7.11.1) (Nercc1 kinase) (Never in mitosis A-related kinase 9) (NimA-related protein kinase 9) (NimA-related kinase 8) (Nek8),NEK9 KIAA1995 NEK8 NERCC,Homo sapiens (Human),979,2.7.11.1
Q04LZ5,PGK_STRP2,reviewed,Phosphoglycerate kinase (EC 2.7.2.3),pgk SPD_0445,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),398,2.7.2.3
Q08345,DDR1_HUMAN,reviewed,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE,Homo sapiens (Human),913,2.7.10.1
Q97VM5,Q97VM5_SACS2,unreviewed,Serine-pyruvate aminotransferase (AgxT) (EC 2.6.1.51),agxT SSO2597,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),384,2.6.1.51
O15927,O15927_9TRYP,unreviewed,Pyridoxal kinase (EC 2.7.1.35),pdxK,Trypanosoma brucei,300,2.7.1.35
Q9L1K2,GLGE1_STRCO,reviewed,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1 (GMPMT 1) (EC 2.4.99.16) ((1->4)-alpha-D-glucan:maltose-1-phosphate alpha-D-maltosyltransferase 1)",glgE1 pep1 pep1A pep1I SCO5443 SC6A11.19c,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),675,2.4.99.16
O67528,NDK_AQUAE,reviewed,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),ndk aq_1590,Aquifex aeolicus (strain VF5),142,2.7.4.6
Q59263,RIBF_CORAM,reviewed,Bifunctional riboflavin kinase/FMN adenylyltransferase (Riboflavin biosynthesis protein RibF) [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)],ribF,Corynebacterium ammoniagenes (Brevibacterium ammoniagenes),338,2.7.1.26; 2.7.7.2
Q18014,OFUT1_CAEEL,reviewed,GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1),C15C7.7,Caenorhabditis elegans,389,2.4.1.221
Q01217,ARG56_YEAST,reviewed,"Protein ARG5,6, mitochondrial [Cleaved into: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase); Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)]","ARG5,6 YER069W",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),863,1.2.1.38; 2.7.2.8
Q01974,ROR2_HUMAN,reviewed,"Tyrosine-protein kinase transmembrane receptor ROR2 (EC 2.7.10.1) (Neurotrophic tyrosine kinase, receptor-related 2)",ROR2 NTRKR2,Homo sapiens (Human),943,2.7.10.1
O34529,PFKA_BACSU,reviewed,ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase),pfkA pfk BSU29190,Bacillus subtilis (strain 168),319,2.7.1.11
P42337,PK3CA_MOUSE,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)",Pik3ca,Mus musculus (Mouse),1068,2.7.1.137; 2.7.1.153; 2.7.11.1
P10358,POLR_TYMV,reviewed,RNA replicase polyprotein (206 kDa polyprotein) [Cleaved into: Methyltransferase/Protease (EC 2.1.1.-) (EC 3.4.22.-) (98 kDa protein) (MET/PRO); Putative helicase (EC 3.6.4.-) (42 kDa protein) (HEL); RNA-directed RNA polymerase (EC 2.7.7.48) (66 kDa protein) (POL)],,Turnip yellow mosaic virus,1844,2.1.1.-; 3.4.22.-; 3.6.4.-; 2.7.7.48
P46597,ASMT_HUMAN,reviewed,Acetylserotonin O-methyltransferase (EC 2.1.1.4) (Hydroxyindole O-methyltransferase) (HIOMT),ASMT,Homo sapiens (Human),345,2.1.1.4
Q7NWG4,Q7NWG4_CHRVO,unreviewed,Probable aminotransferase (EC 2.6.1.62),CV_2025,Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757),459,2.6.1.62
P56106,PYRH_HELPY,reviewed,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK),pyrH HP_0777,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),240,2.7.4.22
Q92772,CDKL2_HUMAN,reviewed,Cyclin-dependent kinase-like 2 (EC 2.7.11.22) (Protein kinase p56 KKIAMRE) (Serine/threonine-protein kinase KKIAMRE),CDKL2,Homo sapiens (Human),493,2.7.11.22
Q8DQ18,GLMU_STRR6,reviewed,Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)],glmU spr0891,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),459,2.7.7.23; 2.3.1.157
A0A0H3JKY1,A0A0H3JKY1_STAAN,unreviewed,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase)",folK,Staphylococcus aureus (strain N315),158,2.7.6.3
P77581,ASTC_ECOLI,reviewed,Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Carbon starvation protein C) (Succinylornithine aminotransferase),astC argM cstC ydjW b1748 JW1737,Escherichia coli (strain K12),406,2.6.1.81
Q43725,CYSKM_ARATH,reviewed,"Cysteine synthase, mitochondrial (EC 2.5.1.47) (Beta-substituted Ala synthase 2;2) (ARAth-Bsas2;2) (CSase C) (AtCS-C) (CS-C) (O-acetylserine (thiol)-lyase) (O-acetylserine sulfhydrylase) (OAS-TL C)",OASC ACS 1 At3g59760 F24G16.30,Arabidopsis thaliana (Mouse-ear cress),430,2.5.1.47
Q96GD4,AURKB_HUMAN,reviewed,Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B),AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5,Homo sapiens (Human),344,2.7.11.1
Q9NQS7,INCE_HUMAN,reviewed,Inner centromere protein,INCENP,Homo sapiens (Human),918,
Q17427,GNA1_CAEEL,reviewed,Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4) (Phosphoglucosamine acetylase) (Phosphoglucosamine transacetylase),gna-1 B0024.12,Caenorhabditis elegans,165,2.3.1.4
Q4Q159,Q4Q159_LEIMA,unreviewed,Cysteine synthase (EC 2.5.1.47),LMJF_36_3590,Leishmania major,333,2.5.1.47
Q004B5,KARG0_PENVA,reviewed,Arginine kinase Lit v 2.0101 (EC 2.7.3.3) (Allergen Lit v 2) (Arginine kinase) (AK) (LvAK) (allergen Lit v 2.0101),,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei),356,2.7.3.3
Q9AC32,PNP_CAUVC,reviewed,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase),pnp CC_0034,Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus),712,2.7.7.8
Q5SBL9,Q5SBL9_LACRE,unreviewed,Dextransucrase (EC 2.4.1.5) (Sucrose 6-glucosyltransferase),,Lactobacillus reuteri,1781,2.4.1.5
